CODIGO;TITULO;TITULO_SEM_ACENTO_E_EM_CAIXA_ALTA
372205;Operador de rede de teleprocessamento;OPERADOR DE REDE DE TELEPROCESSAMENTO
811645;Operador de refrigeração (coqueria);OPERADOR DE REFRIGERACAO (COQUERIA)
862510;Operador de refrigeração com amônia;OPERADOR DE REFRIGERACAO COM AMONIA
721425;Operador de retificadora com comando numérico;OPERADOR DE RETIFICADORA COM COMANDO NUMERICO
761260;Operador de retorcedeira;OPERADOR DE RETORCEDEIRA
811010;Operador de sala de controle de instalações químicas, petroquímicas e afins;OPERADOR DE SALA DE CONTROLE DE INSTALACOES QUIMICAS, PETROQUIMICAS E AFINS
711410;Operador de salina (sal marinho);OPERADOR DE SALINA (SAL MARINHO)
711240;Operador de schutthecar;OPERADOR DE SCHUTTHECAR
773340;Operador de serras (usinagem de madeira);OPERADOR DE SERRAS (USINAGEM DE MADEIRA)
773110;Operador de serras no desdobramento de madeira;OPERADOR DE SERRAS NO DESDOBRAMENTO DE MADEIRA
811650;Operador de sistema de reversão (coqueria);OPERADOR DE SISTEMA DE REVERSAO (COQUERIA)
766145;Operador de sistemas de prova (analógico e digital);OPERADOR DE SISTEMAS DE PROVA (ANALOGICO E DIGITAL)
711305;Operador de sonda de percussão;OPERADOR DE SONDA DE PERCUSSAO
711310;Operador de sonda rotativa;OPERADOR DE SONDA ROTATIVA
861205;Operador de subestação;OPERADOR DE SUBESTACAO
782140;Operador de talha elétrica;OPERADOR DE TALHA ELETRICA
782630;Operador de teleférico (passageiros);OPERADOR DE TELEFERICO (PASSAGEIROS)
422305;Operador de telemarketing ativo;OPERADOR DE TELEMARKETING ATIVO
422310;Operador de telemarketing ativo e receptivo;OPERADOR DE TELEMARKETING ATIVO E RECEPTIVO
422315;Operador de telemarketing receptivo;OPERADOR DE TELEMARKETING RECEPTIVO
422320;Operador de telemarketing técnico;OPERADOR DE TELEMARKETING TECNICO
821440;Operador de tesoura mecânica e máquina de corte, no acabamento de chapas e metais;OPERADOR DE TESOURA MECANICA E MAQUINA DE CORTE, NO ACABAMENTO DE CHAPAS E METAIS
725510;Operador de time de montagem;OPERADOR DE TIME DE MONTAGEM
773345;Operador de torno automático (usinagem de madeira);OPERADOR DE TORNO AUTOMATICO (USINAGEM DE MADEIRA)
721430;Operador de torno com comando numérico;OPERADOR DE TORNO COM COMANDO NUMERICO
811510;Operador de transferência e estocagem - na refinação do petróleo;OPERADOR DE TRANSFERENCIA E ESTOCAGEM - NA REFINACAO DO PETROLEO
342110;Operador de transporte multimodal;OPERADOR DE TRANSPORTE MULTIMODAL
841320;Operador de tratamento de calda na refinação de açúcar;OPERADOR DE TRATAMENTO DE CALDA NA REFINACAO DE ACUCAR
811215;Operador de tratamento químico de materiais radioativos;OPERADOR DE TRATAMENTO QUIMICO DE MATERIAIS RADIOATIVOS
711245;Operador de trator (minas e pedreiras);OPERADOR DE TRATOR (MINAS E PEDREIRAS)
715145;Operador de trator de lâmina;OPERADOR DE TRATOR DE LAMINA
642015;Operador de trator florestal;OPERADOR DE TRATOR FLORESTAL
782605;Operador de trem de metrô;OPERADOR DE TREM DE METRO
415210;Operador de triagem e transbordo;OPERADOR DE TRIAGEM E TRANSBORDO
773350;Operador de tupia (usinagem de madeira);OPERADOR DE TUPIA (USINAGEM DE MADEIRA)
354810;Operador de turismo;OPERADOR DE TURISMO
761357;Operador de urdideira;OPERADOR DE URDIDEIRA
715420;Operador de usina de asfalto;OPERADOR DE USINA DE ASFALTO
721220;Operador de usinagem convencional por abrasão;OPERADOR DE USINAGEM CONVENCIONAL POR ABRASAO
862155;Operador de utilidade (produção e distribuição de vapor, gás, óleo, combustível, energia, oxigênio);OPERADOR DE UTILIDADE (PRODUCAO E DISTRIBUICAO DE VAPOR, GAS, OLEO, COMBUSTIVEL, ENERGIA, OXIGENIO)
722230;Operador de vazamento;OPERADOR DE VAZAMENTO
781305;Operador de veículos subaquáticos controlados remotamente;OPERADOR DE VEICULOS SUBAQUATICOS CONTROLADOS REMOTAMENTE
723235;Operador de zincagem (processo eletrolítico);OPERADOR DE ZINCAGEM (PROCESSO ELETROLITICO)
954125;Operador eletromecânico;OPERADOR ELETROMECANICO
761005;Operador polivalente da indústria têxtil;OPERADOR POLIVALENTE DA INDUSTRIA TEXTIL
374310;Operador-mantenedor de projetor cinematográfico;OPERADOR-MANTENEDOR DE PROJETOR CINEMATOGRAFICO
354820;Organizador de evento;ORGANIZADOR DE EVENTO
239410;Orientador educacional;ORIENTADOR EDUCACIONAL
223910;Ortoptista;ORTOPTISTA
226110;Osteopata;OSTEOPATA
751125;Ourives;OURIVES
142340;Ouvidor;OUVIDOR
724310;Oxicortador a mão e a  máquina;OXICORTADOR A MAO E A  MAQUINA
723240;Oxidador;OXIDADOR
848305;Padeiro;PADEIRO
768620;Paginador;PAGINADOR
762335;Palecionador de couros e peles;PALECIONADOR DE COUROS E PELES
213430;Paleontólogo;PALEONTOLOGO
376245;Palhaço;PALHACO
351815;Papiloscopista policial;PAPILOSCOPISTA POLICIAL
516810;Paranormal;PARANORMAL
515115;Parteira leiga;PARTEIRA LEIGA
763325;Passadeira de peças confeccionadas;PASSADEIRA DE PECAS CONFECCIONADAS
516325;Passador de roupas em geral;PASSADOR DE ROUPAS EM GERAL
516415;Passador de roupas, à mão;PASSADOR DE ROUPAS, A MAO
761360;Passamaneiro a  máquina;PASSAMANEIRO A  MAQUINA
848205;Pasteurizador;PASTEURIZADOR
716515;Pastilheiro;PASTILHEIRO
341220;Patrão de pesca de alto-mar;PATRAO DE PESCA DE ALTO-MAR
341225;Patrão de pesca na navegação interior;PATRAO DE PESCA NA NAVEGACAO INTERIOR
239415;Pedagogo;PEDAGOGO
715210;Pedreiro;PEDREIRO
715215;Pedreiro (chaminés industriais);PEDREIRO (CHAMINES INDUSTRIAIS)
715220;Pedreiro (material refratário);PEDREIRO (MATERIAL REFRATARIO)
715225;Pedreiro (mineração);PEDREIRO (MINERACAO)
992220;Pedreiro de conservação de vias permanentes (exceto trilhos);PEDREIRO DE CONSERVACAO DE VIAS PERMANENTES (EXCETO TRILHOS)
715230;Pedreiro de edificações;PEDREIRO DE EDIFICACOES
325015;Perfumista;PERFUMISTA
223570;Perfusionista;PERFUSIONISTA
252215;Perito contábil;PERITO CONTABIL
204105;Perito criminal;PERITO CRIMINAL
204110;Perito judicial;PERITO JUDICIAL
631105;Pescador artesanal de água doce;PESCADOR ARTESANAL DE AGUA DOCE
631015;Pescador artesanal de lagostas;PESCADOR ARTESANAL DE LAGOSTAS
631020;Pescador artesanal de peixes e camarões;PESCADOR ARTESANAL DE PEIXES E CAMAROES
631205;Pescador industrial;PESCADOR INDUSTRIAL
631210;Pescador profissional;PESCADOR PROFISSIONAL
203305;Pesquisador de clínica médica;PESQUISADOR DE CLINICA MEDICA
203205;Pesquisador de engenharia civil;PESQUISADOR DE ENGENHARIA CIVIL
203210;Pesquisador de engenharia e tecnologia (outras áreas da engenharia);PESQUISADOR DE ENGENHARIA E TECNOLOGIA (OUTRAS AREAS DA ENGENHARIA)
203215;Pesquisador de engenharia elétrica e eletrônica;PESQUISADOR DE ENGENHARIA ELETRICA E ELETRONICA
203220;Pesquisador de engenharia mecânica;PESQUISADOR DE ENGENHARIA MECANICA
203225;Pesquisador de engenharia metalúrgica, de minas e de materiais;PESQUISADOR DE ENGENHARIA METALURGICA, DE MINAS E DE MATERIAIS
203230;Pesquisador de engenharia química;PESQUISADOR DE ENGENHARIA QUIMICA
203310;Pesquisador de medicina básica;PESQUISADOR DE MEDICINA BASICA
203005;Pesquisador em biologia ambiental;PESQUISADOR EM BIOLOGIA AMBIENTAL
203010;Pesquisador em biologia animal;PESQUISADOR EM BIOLOGIA ANIMAL
203015;Pesquisador em biologia de microorganismos e parasitas;PESQUISADOR EM BIOLOGIA DE MICROORGANISMOS E PARASITAS
203020;Pesquisador em biologia humana;PESQUISADOR EM BIOLOGIA HUMANA
203025;Pesquisador em biologia vegetal;PESQUISADOR EM BIOLOGIA VEGETAL
203405;Pesquisador em ciências agronômicas;PESQUISADOR EM CIENCIAS AGRONOMICAS
203105;Pesquisador em ciências da computação e informática;PESQUISADOR EM CIENCIAS DA COMPUTACAO E INFORMATICA
203515;Pesquisador em ciências da educação;PESQUISADOR EM CIENCIAS DA EDUCACAO
203410;Pesquisador em ciências da pesca e aqüicultura;PESQUISADOR EM CIENCIAS DA PESCA E AQUICULTURA
203110;Pesquisador em ciências da terra e meio ambiente;PESQUISADOR EM CIENCIAS DA TERRA E MEIO AMBIENTE
203415;Pesquisador em ciências da zootecnia;PESQUISADOR EM CIENCIAS DA ZOOTECNIA
203420;Pesquisador em ciências florestais;PESQUISADOR EM CIENCIAS FLORESTAIS
203505;Pesquisador em ciências sociais e humanas;PESQUISADOR EM CIENCIAS SOCIAIS E HUMANAS
203510;Pesquisador em economia;PESQUISADOR EM ECONOMIA
203115;Pesquisador em física;PESQUISADOR EM FISICA
203520;Pesquisador em história;PESQUISADOR EM HISTORIA
203120;Pesquisador em matemática;PESQUISADOR EM MATEMATICA
203315;Pesquisador em medicina veterinária;PESQUISADOR EM MEDICINA VETERINARIA
201205;Pesquisador em metrologia;PESQUISADOR EM METROLOGIA
203525;Pesquisador em psicologia;PESQUISADOR EM PSICOLOGIA
203125;Pesquisador em química;PESQUISADOR EM QUIMICA
203320;Pesquisador em saúde coletiva;PESQUISADOR EM SAUDE COLETIVA
213435;Petrógrafo;PETROGRAFO
761366;Picotador de cartões jacquard;PICOTADOR DE CARTOES JACQUARD
341120;Piloto agrícola;PILOTO AGRICOLA
341105;Piloto comercial (exceto linhas aéreas);PILOTO COMERCIAL (EXCETO LINHAS AEREAS)
341110;Piloto comercial de helicóptero (exceto linhas aéreas);PILOTO COMERCIAL DE HELICOPTERO (EXCETO LINHAS AEREAS)
215305;Piloto de aeronaves;PILOTO DE AERONAVES
377135;Piloto de competição automobilística;PILOTO DE COMPETICAO AUTOMOBILISTICA
215310;Piloto de ensaios em vôo;PILOTO DE ENSAIOS EM VOO
341230;Piloto fluvial;PILOTO FLUVIAL
723310;Pintor a pincel e rolo (exceto obras e estruturas metálicas);PINTOR A PINCEL E ROLO (EXCETO OBRAS E ESTRUTURAS METALICAS)
752430;Pintor de cerâmica, a  pincel;PINTOR DE CERAMICA, A  PINCEL
723315;Pintor de estruturas metálicas;PINTOR DE ESTRUTURAS METALICAS
768625;Pintor de letreiros;PINTOR DE LETREIROS
716610;Pintor de obras;PINTOR DE OBRAS
723320;Pintor de veículos (fabricação);PINTOR DE VEICULOS (FABRICACAO)
991315;Pintor de veículos (reparação);PINTOR DE VEICULOS (REPARACAO)
723325;Pintor por imersão;PINTOR POR IMERSAO
723330;Pintor, a  pistola (exceto obras e estruturas metálicas);PINTOR, A  PISTOLA (EXCETO OBRAS E ESTRUTURAS METALICAS)
524310;Pipoqueiro ambulante;PIPOQUEIRO AMBULANTE
812105;Pirotécnico;PIROTECNICO
513610;Pizzaiolo;PIZZAIOLO
391120;Planejista;PLANEJISTA
711325;Plataformista (petróleo);PLATAFORMISTA (PETROLEO)
717015;Poceiro (edificações);POCEIRO (EDIFICACOES)
322110;Podólogo;PODOLOGO
261525;Poeta;POETA
517225;Policial legislativo;POLICIAL LEGISLATIVO
517230;Policial penal;POLICIAL PENAL
517210;Policial rodoviário federal;POLICIAL RODOVIARIO FEDERAL
721325;Polidor de metais;POLIDOR DE METAIS
712220;Polidor de pedras;POLIDOR DE PEDRAS
517405;Porteiro (hotel);PORTEIRO (HOTEL)
517410;Porteiro de edifícios;PORTEIRO DE EDIFICIOS
10305;Praça da aeronáutica;PRACA DA AERONAUTICA
10315;Praça da marinha;PRACA DA MARINHA
10310;Praça do exército;PRACA DO EXERCITO
215145;Prático de portos da marinha mercante;PRATICO DE PORTOS DA MARINHA MERCANTE
111250;Prefeito;PREFEITO
762330;Prensador de couros e peles;PRENSADOR DE COUROS E PELES
841464;Prensador de frutas (exceto oleaginosas);PRENSADOR DE FRUTAS (EXCETO OLEAGINOSAS)
724515;Prensista (operador de prensa);PRENSISTA (OPERADOR DE PRENSA)
773210;Prensista de aglomerados;PRENSISTA DE AGLOMERADOS
773215;Prensista de compensados;PRENSISTA DE COMPENSADOS
823130;Preparador de aditivos;PREPARADOR DE ADITIVOS
773220;Preparador de aglomerantes;PREPARADOR DE AGLOMERANTES
224115;Preparador de atleta;PREPARADOR DE ATLETA
823120;Preparador de barbotina;PREPARADOR DE BARBOTINA
764115;Preparador de calçados;PREPARADOR DE CALCADOS
762340;Preparador de couros curtidos;PREPARADOR DE COUROS CURTIDOS
823125;Preparador de esmaltes (cerâmica);PREPARADOR DE ESMALTES (CERAMICA)
724220;Preparador de estruturas metálicas;PREPARADOR DE ESTRUTURAS METALICAS
842205;Preparador de fumo na fabricação de charutos;PREPARADOR DE FUMO NA FABRICACAO DE CHARUTOS
721225;Preparador de máquinas-ferramenta;PREPARADOR DE MAQUINAS-FERRAMENTA
823105;Preparador de massa (fabricação de abrasivos);PREPARADOR DE MASSA (FABRICACAO DE ABRASIVOS)
823110;Preparador de massa (fabricação de vidro);PREPARADOR DE MASSA (FABRICACAO DE VIDRO)
823115;Preparador de massa de argila;PREPARADOR DE MASSA DE ARGILA
766325;Preparador de matrizes de corte e vinco;PREPARADOR DE MATRIZES DE CORTE E VINCO
842105;Preparador de melado e essência de fumo;PREPARADOR DE MELADO E ESSENCIA DE FUMO
722235;Preparador de panelas;PREPARADOR DE PANELAS
841468;Preparador de rações;PREPARADOR DE RACOES
764120;Preparador de solas e palmilhas;PREPARADOR DE SOLAS E PALMILHAS
821445;Preparador de sucata e aparas;PREPARADOR DE SUCATA E APARAS
311715;Preparador de tintas;PREPARADOR DE TINTAS
311720;Preparador de tintas (fábrica de tecidos);PREPARADOR DE TINTAS (FABRICA DE TECIDOS)
224120;Preparador físico;PREPARADOR FISICO
111205;Presidente da república;PRESIDENTE DA REPUBLICA
215210;Primeiro oficial de máquinas da marinha mercante;PRIMEIRO OFICIAL DE MAQUINAS DA MARINHA MERCANTE
20305;Primeiro tenente de polícia militar;PRIMEIRO TENENTE DE POLICIA MILITAR
842110;Processador de fumo;PROCESSADOR DE FUMO
241210;Procurador autárquico;PROCURADOR AUTARQUICO
242410;Procurador da assistência judiciária;PROCURADOR DA ASSISTENCIA JUDICIARIA
241215;Procurador da fazenda nacional;PROCURADOR DA FAZENDA NACIONAL
242205;Procurador da república;PROCURADOR DA REPUBLICA
242210;Procurador de justiça;PROCURADOR DE JUSTICA
242215;Procurador de justiça militar;PROCURADOR DE JUSTICA MILITAR
241220;Procurador do estado;PROCURADOR DO ESTADO
241225;Procurador do município;PROCURADOR DO MUNICIPIO
242220;Procurador do trabalho;PROCURADOR DO TRABALHO
241230;Procurador federal;PROCURADOR FEDERAL
241235;Procurador fundacional;PROCURADOR FUNDACIONAL
242225;Procurador regional da república;PROCURADOR REGIONAL DA REPUBLICA
242230;Procurador regional do trabalho;PROCURADOR REGIONAL DO TRABALHO
612005;Produtor agrícola polivalente;PRODUTOR AGRICOLA POLIVALENTE
611005;Produtor agropecuário, em geral;PRODUTOR AGROPECUARIO, EM GERAL
262110;Produtor cinematográfico;PRODUTOR CINEMATOGRAFICO
262105;Produtor cultural;PRODUTOR CULTURAL
612705;Produtor da cultura de amendoim;PRODUTOR DA CULTURA DE AMENDOIM
612710;Produtor da cultura de canola;PRODUTOR DA CULTURA DE CANOLA
612715;Produtor da cultura de coco-da-baia;PRODUTOR DA CULTURA DE COCO-DA-BAIA
612720;Produtor da cultura de dendê;PRODUTOR DA CULTURA DE DENDE
612725;Produtor da cultura de girassol;PRODUTOR DA CULTURA DE GIRASSOL
612730;Produtor da cultura de linho;PRODUTOR DA CULTURA DE LINHO
612735;Produtor da cultura de mamona;PRODUTOR DA CULTURA DE MAMONA
612740;Produtor da cultura de soja;PRODUTOR DA CULTURA DE SOJA
612205;Produtor de algodão;PRODUTOR DE ALGODAO
612105;Produtor de arroz;PRODUTOR DE ARROZ
612505;Produtor de árvores frutíferas;PRODUTOR DE ARVORES FRUTIFERAS
612610;Produtor de cacau;PRODUTOR DE CACAU
612110;Produtor de cana-de-açúcar;PRODUTOR DE CANA-DE-ACUCAR
612115;Produtor de cereais de inverno;PRODUTOR DE CEREAIS DE INVERNO
612210;Produtor de curauá;PRODUTOR DE CURAUA
612615;Produtor de erva-mate;PRODUTOR DE ERVA-MATE
612805;Produtor de especiarias;PRODUTOR DE ESPECIARIAS
612510;Produtor de espécies frutíferas rasteiras;PRODUTOR DE ESPECIES FRUTIFERAS RASTEIRAS
612515;Produtor de espécies frutíferas trepadeiras;PRODUTOR DE ESPECIES FRUTIFERAS TREPADEIRAS
612405;Produtor de flores de corte;PRODUTOR DE FLORES DE CORTE
612410;Produtor de flores em vaso;PRODUTOR DE FLORES EM VASO
612415;Produtor de forrações;PRODUTOR DE FORRACOES
612620;Produtor de fumo;PRODUTOR DE FUMO
612120;Produtor de gramíneas forrageiras;PRODUTOR DE GRAMINEAS FORRAGEIRAS
612625;Produtor de guaraná;PRODUTOR DE GUARANA
612215;Produtor de juta;PRODUTOR DE JUTA
612125;Produtor de milho e sorgo;PRODUTOR DE MILHO E SORGO
375125;Produtor de moda;PRODUTOR DE MODA
612810;Produtor de plantas aromáticas e medicinais;PRODUTOR DE PLANTAS AROMATICAS E MEDICINAIS
612420;Produtor de plantas ornamentais;PRODUTOR DE PLANTAS ORNAMENTAIS
262115;Produtor de rádio;PRODUTOR DE RADIO
612220;Produtor de rami;PRODUTOR DE RAMI
612225;Produtor de sisal;PRODUTOR DE SISAL
262120;Produtor de teatro;PRODUTOR DE TEATRO
262125;Produtor de televisão;PRODUTOR DE TELEVISAO
261130;Produtor de texto;PRODUTOR DE TEXTO
612320;Produtor na olericultura de frutos e sementes;PRODUTOR NA OLERICULTURA DE FRUTOS E SEMENTES
612305;Produtor na olericultura de legumes;PRODUTOR NA OLERICULTURA DE LEGUMES
612310;Produtor na olericultura de raízes, bulbos e tubérculos;PRODUTOR NA OLERICULTURA DE RAIZES, BULBOS E TUBERCULOS
612315;Produtor na olericultura de talos, folhas e flores;PRODUTOR NA OLERICULTURA DE TALOS, FOLHAS E FLORES
631415;Proeiro;PROEIRO
231205;Professor da  educação de jovens e adultos do ensino fundamental (primeira a quarta série);PROFESSOR DA  EDUCACAO DE JOVENS E ADULTOS DO ENSINO FUNDAMENTAL (PRIMEIRA A QUARTA SERIE)
233105;Professor da área de meio ambiente;PROFESSOR DA AREA DE MEIO AMBIENTE
234810;Professor de administração;PROFESSOR DE ADMINISTRACAO
239205;Professor de alunos com deficiência auditiva e surdos;PROFESSOR DE ALUNOS COM DEFICIENCIA AUDITIVA E SURDOS
239210;Professor de alunos com deficiência física;PROFESSOR DE ALUNOS COM DEFICIENCIA FISICA
239215;Professor de alunos com deficiência mental;PROFESSOR DE ALUNOS COM DEFICIENCIA MENTAL
239220;Professor de alunos com deficiência múltipla;PROFESSOR DE ALUNOS COM DEFICIENCIA MULTIPLA
239225;Professor de alunos com deficiência visual;PROFESSOR DE ALUNOS COM DEFICIENCIA VISUAL
234705;Professor de antropologia do ensino superior;PROFESSOR DE ANTROPOLOGIA DO ENSINO SUPERIOR
234305;Professor de arquitetura;PROFESSOR DE ARQUITETURA
234710;Professor de arquivologia do ensino superior;PROFESSOR DE ARQUIVOLOGIA DO ENSINO SUPERIOR
234905;Professor de artes do espetáculo no ensino superior;PROFESSOR DE ARTES DO ESPETACULO NO ENSINO SUPERIOR
232105;Professor de artes no ensino médio;PROFESSOR DE ARTES NO ENSINO MEDIO
234910;Professor de artes visuais no ensino superior (artes plásticas e multimídia);PROFESSOR DE ARTES VISUAIS NO ENSINO SUPERIOR (ARTES PLASTICAS E MULTIMIDIA)
234215;Professor de astronomia (ensino superior);PROFESSOR DE ASTRONOMIA (ENSINO SUPERIOR)
234715;Professor de biblioteconomia do ensino superior;PROFESSOR DE BIBLIOTECONOMIA DO ENSINO SUPERIOR
232110;Professor de biologia no ensino médio;PROFESSOR DE BIOLOGIA NO ENSINO MEDIO
234720;Professor de ciência política do ensino superior;PROFESSOR DE CIENCIA POLITICA DO ENSINO SUPERIOR
234405;Professor de ciências biológicas do ensino superior;PROFESSOR DE CIENCIAS BIOLOGICAS DO ENSINO SUPERIOR
231305;Professor de ciências exatas e naturais do ensino fundamental;PROFESSOR DE CIENCIAS EXATAS E NATURAIS DO ENSINO FUNDAMENTAL
234120;Professor de computação (no ensino superior);PROFESSOR DE COMPUTACAO (NO ENSINO SUPERIOR)
234725;Professor de comunicação social do ensino superior;PROFESSOR DE COMUNICACAO SOCIAL DO ENSINO SUPERIOR
234815;Professor de contabilidade;PROFESSOR DE CONTABILIDADE
262830;Professor de dança;PROFESSOR DE DANCA
233110;Professor de desenho técnico;PROFESSOR DE DESENHO TECNICO
234730;Professor de direito do ensino superior;PROFESSOR DE DIREITO DO ENSINO SUPERIOR
232115;Professor de disciplinas pedagógicas no ensino médio;PROFESSOR DE DISCIPLINAS PEDAGOGICAS NO ENSINO MEDIO
234805;Professor de economia;PROFESSOR DE ECONOMIA
231310;Professor de educação artística do ensino fundamental;PROFESSOR DE EDUCACAO ARTISTICA DO ENSINO FUNDAMENTAL
231315;Professor de educação física do ensino fundamental;PROFESSOR DE EDUCACAO FISICA DO ENSINO FUNDAMENTAL
232120;Professor de educação física no ensino médio;PROFESSOR DE EDUCACAO FISICA NO ENSINO MEDIO
234410;Professor de educação física no ensino superior;PROFESSOR DE EDUCACAO FISICA NO ENSINO SUPERIOR
